"scenario","scenario_label","variable","offset_q","quarter","baseline","scenario_value","deviation","unit"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHDY",8,"2012Q1",245300.9744457,244159.341906901,-0.465400735312516,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHDY",12,"2013Q1",256071.784699798,254941.567940433,-0.44136715831059,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHDY",16,"2014Q1",268388.549599784,267396.112357786,-0.369776297639479,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHDY",20,"2015Q1",278374.377790824,277470.328563862,-0.32476021469231,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",0,"2010Q1",2940.28627575736,2939.07694955705,-0.0411295393333511,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",1,"2010Q2",2881.58509433315,2879.38712267719,-0.0762764792297199,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",2,"2010Q3",2966.28227430453,2962.9520785496,-0.112268336151666,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",4,"2011Q1",3064.48307853143,3059.56893076313,-0.160358130306804,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",8,"2012Q1",3111.67207901841,3106.71570230007,-0.159283388238762,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",12,"2013Q1",3524.42445497972,3518.61342730203,-0.1648787696236,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",16,"2014Q1",3773.79277991989,3766.15733752144,-0.202328077976988,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHFA",20,"2015Q1",4188.06057661583,4178.24381118058,-0.234398840600836,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",0,"2010Q1",1506.09555001299,1506.09454444831,-6.67663274445118e-05,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",1,"2010Q2",1539.09247723347,1538.126201566,-0.0627821707772536,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",2,"2010Q3",1556.58851580609,1556.14020364018,-0.0288009426612001,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",4,"2011Q1",1610.96238677778,1615.81959212053,0.301509543774614,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",8,"2012Q1",1683.04952251427,1705.62780690921,1.34151040078829,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",12,"2013Q1",1741.229078139,1775.84509897033,1.98802221177778,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",16,"2014Q1",1843.72305911249,1883.11375099093,2.1364755234659,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHL",20,"2015Q1",1968.63302929179,2006.66461527426,1.93187787752147,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",0,"2010Q1",4605.37514045267,4605.37514045267,0,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",1,"2010Q2",4577.91081417439,4578.25230281688,0.00745948657254747,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",2,"2010Q3",4597.17833323368,4601.35901574279,0.090940185610977,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",4,"2011Q1",4608.79233358825,4646.69828917221,0.822470461680425,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",8,"2012Q1",4502.26691679697,4647.90216634048,3.23470936385808,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",12,"2013Q1",4685.03044145447,4866.83978009293,3.88064369933989,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",16,"2014Q1",5105.42006577926,5262.4596917773,3.07593937373829,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNFA",20,"2015Q1",5590.66094584826,5701.65146126126,1.98528432484228,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",0,"2010Q1",6039.56586619703,6038.35754556142,-0.0200067465507159,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",1,"2010Q2",5920.40343127407,5919.51322392807,-0.0150362615713107,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",2,"2010Q3",6006.87209173211,6008.17089065221,0.0216218840731308,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",4,"2011Q1",6062.31302534191,6090.44762781481,0.464090230169445,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",8,"2012Q1",5930.88947330111,6048.99006173134,1.99127953676896,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",12,"2013Q1",6468.22581829519,6609.60810842462,2.18579706554991,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",16,"2014Q1",7035.48978658666,7145.50327830781,1.56369343227394,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHNW",20,"2015Q1",7810.08849317229,7873.23065716757,0.808469251667066,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",0,"2010Q1",64937.8743496408,64951.5156243359,0.0210066541778131,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",1,"2010Q2",62604.4505336299,62781.2315512263,0.282377716104198,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",2,"2010Q3",63863.637002276,64221.4287807971,0.560243348665446,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",4,"2011Q1",68421.7441548496,68920.3992308846,0.728796206811744,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",8,"2012Q1",65084.6758879702,64775.9694257701,-0.474315125624236,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",12,"2013Q1",71536.7400934403,71009.6446596382,-0.736817798957046,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",16,"2014Q1",76985.7298561776,76500.020070907,-0.630908853079593,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHOY",20,"2015Q1",82246.6734461006,81839.2125867493,-0.4954131787692,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",0,"2010Q1",14730.673034409,15010.3158314984,1.89837081059503,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",1,"2010Q2",12789.1963220636,13129.9845774259,2.66465731528693,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",2,"2010Q3",15215.485355923,15514.004901433,1.96194560033425,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",4,"2011Q1",19843.2777172292,20096.1689139228,1.27444266162762,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",8,"2012Q1",17591.5144792276,16788.7097346217,-4.56359084690431,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",12,"2013Q1",18848.3764695603,17779.8589618139,-5.66901615888251,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",16,"2014Q1",19175.4790557344,18251.3877574645,-4.81913017966337,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHS",20,"2015Q1",19137.5010730074,18448.8754301941,-3.59830492072243,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",0,"2010Q1",0.0742054168483838,0.0756370139685285,1.92923533206448,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",1,"2010Q2",0.0639109582026181,0.0656401187669403,2.70557759256271,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",2,"2010Q3",0.0743842452288127,0.0758990968947747,2.03652219808397,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",4,"2011Q1",0.0921195867505411,0.0934400464702439,1.43341906567449,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",8,"2012Q1",0.0787557595169223,0.075547793256909,-4.07331004067587,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",12,"2013Q1",0.0807747920906355,0.0765665096703783,-5.20989570054873,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",16,"2014Q1",0.0784598725611721,0.074983276223715,-4.4310501967061,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHSR",20,"2015Q1",0.0758550573374404,0.0733885392081191,-3.25161988652777,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",0,"2010Q1",0.470859403117345,0.470636125828946,-0.0474190994000923,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",1,"2010Q2",0.466058644116883,0.467470855395214,0.303011497835581,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",2,"2010Q3",0.469742151112107,0.471179728354886,0.30603539396572,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",4,"2011Q1",0.473365470179745,0.473370586048835,0.00108074403648573,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",8,"2012Q1",0.481987279520713,0.480708432695695,-0.265327920332192,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",12,"2013Q1",0.47870065439851,0.478360345727457,-0.0710900785127588,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",16,"2014Q1",0.474141498064667,0.474568322899631,0.0900205606776616,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NHWS",20,"2015Q1",0.47985592873013,0.480403769051535,0.114167667544351,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",0,"2010Q1",46711.8864064075,46260.9097796132,-0.965442977127173,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",1,"2010Q2",47687.2625988515,46996.7458415765,-1.44801089356631,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",2,"2010Q3",48592.5090759241,47720.4625691222,-1.7946109871368,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",4,"2011Q1",52824.7423481324,52030.1837103075,-1.50414105683369,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",8,"2012Q1",65283.3338689158,64726.6721359914,-0.852685823371291,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",12,"2013Q1",66318.0037831269,65528.7118729467,-1.19016234680615,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",16,"2014Q1",65311.4038581458,64517.4476179074,-1.2156471815593,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIB",20,"2015Q1",61287.6560442312,60895.351548408,-0.640103605104658,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",0,"2010Q1",33097.9824999648,32707.8890783999,-1.17860181225632,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",1,"2010Q2",33494.0382549259,33016.8949077842,-1.42456201760469,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",2,"2010Q3",32521.0167526182,32052.5862488489,-1.44039316892383,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",4,"2011Q1",35654.8360471347,35531.1994204315,-0.346759767846694,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",8,"2012Q1",35133.0630564307,35864.7547046765,2.08262982100531,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",12,"2013Q1",32847.260366301,33221.5255458003,1.13941063980885,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",16,"2014Q1",35534.8713708412,35506.5904610273,-0.0795863576337097,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBN",20,"2015Q1",36504.6223592679,36589.3373412479,0.232066452150415,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBRE",0,"2010Q1",13613.9039064427,13553.0207012133,-0.447213419808312,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBRE",1,"2010Q2",14193.2243439256,13979.8509337923,-1.50334698418685,"pct_deviation"
"rer_10pc","Real exchange rate: +10% appreciation (1 quarter)","NIBRE",2,"2010Q3",16071.492323306,15667.8763202733,-2.51137850121976,"pct_deviation"
