"scenario","scenario_label","variable","offset_q","quarter","baseline","scenario_value","deviation","unit"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",8,"2012Q1",2.086047,2.086047,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",12,"2013Q1",2.03288,2.03288,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",16,"2014Q1",1.829202,1.829202,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RSTAR",20,"2015Q1",1.580425,1.580425,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",0,"2010Q1",148.849334591538,148.854876304158,0.00372303486257941,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",1,"2010Q2",147.608581948608,147.661122325812,0.0355943919452484,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",2,"2010Q3",148.282348222742,148.37908112964,0.0652356184382308,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",4,"2011Q1",158.786451103685,158.948520543394,0.102067549581308,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",8,"2012Q1",165.603094289805,165.724403320118,0.0732528766040019,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",12,"2013Q1",166.990979049506,167.07586418085,0.0508321658016841,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",16,"2014Q1",148.798236092556,148.847836725,0.033334153513076,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI",20,"2015Q1",140.027986611185,140.063979597374,0.0257041374804645,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",0,"2010Q1",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",1,"2010Q2",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",2,"2010Q3",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",4,"2011Q1",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",8,"2012Q1",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",12,"2013Q1",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",16,"2014Q1",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RTWI_CONST",20,"2015Q1",0.560779,0.560779,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",0,"2010Q1",0.00471655409252547,0.00470919966140318,-0.155928056331189,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",1,"2010Q2",0.00479355036131407,0.00478984083074168,-0.0773858683601469,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",2,"2010Q3",0.0048445301881732,0.00484208786946688,-0.0504139433848749,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",4,"2011Q1",0.00494612770654554,0.00494674756964265,0.012532290589462,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",8,"2012Q1",0.00498882402745143,0.00499100514545475,0.0437200829558337,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",12,"2013Q1",0.00489288900054885,0.00489422480963573,0.0273010298563081,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",16,"2014Q1",0.00481573415186616,0.00481687604690234,0.0237117540164977,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULC",20,"2015Q1",0.00474012123093088,0.00474115834096879,0.0218793990149901,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",0,"2010Q1",0.00470859313969965,0.00470127080064825,-0.155510124450087,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",1,"2010Q2",0.00466058555878426,0.0046571472008755,-0.0737752341500197,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",2,"2010Q3",0.00469742062176254,0.00469517165441162,-0.047876644056577,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",4,"2011Q1",0.00473365380557893,0.0047341980034796,0.0114963603807361,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",8,"2012Q1",0.00481987188266502,0.00482175891111457,0.0391510084807978,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",12,"2013Q1",0.00478700563766553,0.00478816628284678,0.0242457450252642,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",16,"2014Q1",0.00474141408295891,0.00474250987265447,0.023111031358658,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","RULCY",20,"2015Q1",0.00479855837879446,0.00479952506993793,0.0201454492612552,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",0,"2010Q1",-3376,-3376,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",1,"2010Q2",-2477,-2477,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",2,"2010Q3",-3332,-3332,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",4,"2011Q1",-4082,-4082,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",8,"2012Q1",-1307,-1307,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",12,"2013Q1",-1579,-1579,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",16,"2014Q1",-2324,-2324,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","SD",20,"2015Q1",-2046,-2046,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",0,"2010Q1",0.003121,0.003121,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",1,"2010Q2",0.003138,0.003138,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",2,"2010Q3",0.003157,0.003157,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",4,"2011Q1",0.003196,0.003196,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",8,"2012Q1",0.003242,0.003242,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",12,"2013Q1",0.003202,0.003202,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",16,"2014Q1",0.003083,0.003083,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLA",20,"2015Q1",0.0029,0.0029,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",0,"2010Q1",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",1,"2010Q2",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",2,"2010Q3",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",4,"2011Q1",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",8,"2012Q1",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",12,"2013Q1",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",16,"2014Q1",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLHPP",20,"2015Q1",-0.000852,-0.000852,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",0,"2010Q1",0.004355,0.004355,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",1,"2010Q2",0.004346,0.004346,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",2,"2010Q3",0.004335,0.004335,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",4,"2011Q1",0.004312,0.004312,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",8,"2012Q1",0.004261,0.004261,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",12,"2013Q1",0.004205,0.004205,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",16,"2014Q1",0.004152,0.004152,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TDLLPOP",20,"2015Q1",0.004112,0.004112,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",0,"2010Q1",4.509064,4.509064,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",1,"2010Q2",4.512016,4.512016,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",2,"2010Q3",4.515075,4.515075,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",4,"2011Q1",4.521586,4.521586,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",8,"2012Q1",4.536478,4.536478,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",12,"2013Q1",4.551501,4.551501,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",16,"2014Q1",4.565925,4.565925,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLA",20,"2015Q1",4.578483,4.578483,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",0,"2010Q1",6.048012,6.048012,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",1,"2010Q2",6.047541,6.047541,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",2,"2010Q3",6.047019,6.047019,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",4,"2011Q1",6.046006,6.046006,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",8,"2012Q1",6.04377,6.04377,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",12,"2013Q1",6.041177,6.041177,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",16,"2014Q1",6.038612,6.038612,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLHPP",20,"2015Q1",6.035781,6.035781,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",0,"2010Q1",9.776729,9.776729,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",1,"2010Q2",9.781192,9.781192,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",2,"2010Q3",9.785614,9.785614,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",4,"2011Q1",9.794366,9.794366,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",8,"2012Q1",9.81162,9.81162,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",12,"2013Q1",9.828538,9.828538,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",16,"2014Q1",9.844994,9.844994,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLLPOP",20,"2015Q1",9.8611,9.8611,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",0,"2010Q1",5.337303,5.337303,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",1,"2010Q2",5.293642,5.293642,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",2,"2010Q3",5.258735,5.258735,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",4,"2011Q1",5.189769,5.189769,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",8,"2012Q1",4.995102,4.995102,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",12,"2013Q1",4.905493,4.905493,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",16,"2014Q1",4.814492,4.814492,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TLUR",20,"2015Q1",4.696219,4.696219,0,"ppt_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",0,"2010Q1",97.0826009170308,97.0832606898887,0.000679599487174443,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",1,"2010Q2",109.474176589181,109.479371207921,0.00474506308434375,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",2,"2010Q3",111.137768657514,111.153148582218,0.0138386121026235,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",4,"2011Q1",119.550816440836,119.581383628938,0.0255683641584348,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",8,"2012Q1",114.895709784209,114.920836575934,0.0218692166769063,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",12,"2013Q1",109.120249256808,109.137052333493,0.0153986787973848,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",16,"2014Q1",105.724822772163,105.73384877909,0.00853726370977359,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TOT",20,"2015Q1",93.8370833406613,93.8425126766254,0.00578591722031341,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",0,"2010Q1",0.007262,0.007262,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",1,"2010Q2",0.007223,0.007223,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",2,"2010Q3",0.006993,0.006993,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",4,"2011Q1",0.00669,0.00669,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",8,"2012Q1",0.006915,0.006915,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",12,"2013Q1",0.007184,0.007184,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",16,"2014Q1",0.007401,0.007401,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY",20,"2015Q1",0.007396,0.007396,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",0,"2010Q1",0.006624,0.006624,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",1,"2010Q2",0.006632,0.006632,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",2,"2010Q3",0.00664,0.00664,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",4,"2011Q1",0.006656,0.006656,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",8,"2012Q1",0.006651,0.006651,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",12,"2013Q1",0.006555,0.006555,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",16,"2014Q1",0.006383,0.006383,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","TY_POT",20,"2015Q1",0.00616,0.00616,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",0,"2010Q1",120.999495707772,120.999495707772,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",1,"2010Q2",-1263.00079933988,-1262.65311338892,-0.0275285614336429,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",2,"2010Q3",13.9972133711271,14.3930989771907,2.82831729121273,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",4,"2011Q1",1121.99949500916,1122.36434137623,0.0325175161568048,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",8,"2012Q1",3160.99214503434,3161.15250535138,0.00507310077593193,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",12,"2013Q1",-230.009572800191,-229.940422966116,-0.0300638939644715,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",16,"2014Q1",-1576.00544351662,-1575.94369881658,-0.00391779738416753,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","V",20,"2015Q1",807.994541822554,808.093722217862,0.012274884318364,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",0,"2010Q1",95.4990000000004,95.4990000000004,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",1,"2010Q2",95.9430000000004,95.9430000000004,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",2,"2010Q3",96.2220000000003,96.2220000000003,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",4,"2011Q1",97.2830000000005,97.2830000000005,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",8,"2012Q1",99.3200000000004,99.3200000000004,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",12,"2013Q1",101.139,101.139,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",16,"2014Q1",102.937,102.937,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WP",20,"2015Q1",104.031000000001,104.031000000001,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WPAG",0,"2010Q1",94.0247600000003,94.0247600000003,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WPAG",1,"2010Q2",92.7993800000003,92.7993800000003,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WPAG",2,"2010Q3",99.7698130000003,99.7698130000003,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WPAG",4,"2011Q1",126.559412,126.559412,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WPAG",8,"2012Q1",113.015477,113.015477,0,"pct_deviation"
"govcons_1pc","Government consumption: +1% (1 quarter)","WPAG",12,"2013Q1",110.072202,110.072202,0,"pct_deviation"
